,confirmed_daily,confirmed_cumulative,deaths_daily,deaths_cumulative,recovered_daily,recovered_cumulative,prevalence_daily,incidence_rate,mortality,cfr_daily,cfr_cumulative
11/27/20,695342.0,61812474,11521.0,1518732,381626.0,39489609,20804133,8.83,0.15,1.66,2.46
11/28/20,607567.0,62420041,9517.0,1528249,359706.0,39849315,21042477,7.72,0.12,1.57,2.45
11/29/20,495621.0,62915662,7653.0,1535902,318283.0,40167598,21212162,6.29,0.1,1.54,2.44
11/30/20,506577.0,63422239,9079.0,1544981,402256.0,40569854,21307404,6.43,0.12,1.79,2.44
12/1/20,614903.0,64037142,12387.0,1557368,476204.0,41046058,21433716,7.81,0.16,2.01,2.43
12/2/20,640247.0,64677389,12486.0,1569854,462926.0,41508984,21598551,8.13,0.16,1.95,2.43
12/3/20,690597.0,65367986,12707.0,1582561,426984.0,41935968,21849457,8.77,0.16,1.84,2.42
12/4/20,696359.0,66064345,12431.0,1594992,490617.0,42426585,22042768,8.84,0.16,1.79,2.41
12/5/20,642352.0,66706697,10604.0,1605596,435948.0,42862533,22238568,8.16,0.13,1.65,2.41
12/6/20,543941.0,67250638,8095.0,1613691,316044.0,43178577,22458370,6.91,0.1,1.49,2.4
12/7/20,534846.0,67785484,8832.0,1622523,413139.0,43591716,22571245,6.79,0.11,1.65,2.39
12/8/20,630666.0,68416150,12037.0,1634560,440771.0,44032487,22749103,8.01,0.15,1.91,2.39
12/9/20,665350.0,69081500,12569.0,1647129,426480.0,44458967,22975404,8.45,0.16,1.89,2.38
12/10/20,1495407.0,70576907,12418.0,1659547,491226.0,44950193,23967167,18.99,0.16,0.83,2.35
12/11/20,705751.0,71282658,13182.0,1672729,478140.0,45428333,24181596,8.96,0.17,1.87,2.35
12/12/20,648690.0,71931348,10829.0,1683558,1504943.0,46933276,23314514,8.24,0.14,1.67,2.34
12/13/20,538794.0,72470142,8229.0,1691787,395119.0,47328395,23449960,6.84,0.1,1.53,2.33
12/14/20,551156.0,73021298,9194.0,1700981,376641.0,41338398,29981919,7.0,0.12,1.67,2.33
12/15/20,648621.0,73669919,13223.0,1714204,358164.0,41696562,30259153,8.24,0.17,2.04,2.33
12/16/20,717542.0,74387461,13907.0,1728111,362220.0,42058782,30600568,9.11,0.18,1.94,2.32
12/17/20,738602.0,75126063,13166.0,1741277,375409.0,42434191,30950595,9.38,0.17,1.78,2.32
12/18/20,721438.0,75847501,13065.0,1754342,317728.0,42751919,31341240,9.16,0.17,1.81,2.31
12/19/20,635505.0,76483006,11258.0,1765600,351586.0,43103505,31613901,8.07,0.14,1.77,2.31
12/20/20,547301.0,77030307,8379.0,1773979,276829.0,43380334,31875994,6.95,0.11,1.53,2.3
12/21/20,546222.0,77576529,9485.0,1783464,343220.0,43723554,32069511,6.94,0.12,1.74,2.3
12/22/20,651457.0,78227986,13844.0,1797308,363185.0,44086739,32343939,8.27,0.18,2.13,2.3
12/23/20,682095.0,78910081,13741.0,1811049,324140.0,44410879,32688153,8.66,0.17,2.01,2.3
12/24/20,693391.0,79603472,12209.0,1823258,314672.0,44725551,33054663,8.8,0.16,1.76,2.29
12/25/20,493224.0,80096696,8624.0,1831882,291606.0,45017157,33247657,6.26,0.11,1.75,2.29
